transaction_amount,transaction_date_time,card_number,merchant,label,amount_before_transaction,amount_after_transaction
4956.367408573919,2024-01-03 02:34:05,502090753828,Kadakia-Guha,fraud,6677.536505137017,1721.1690965630978
1486.7008268887143,2024-03-11 08:56:00,587440727663,Ray-Kara,legitimate,2462.931619535981,976.2307926472668
1854.175255139598,2024-03-03 04:14:26,583808884436,Keer-Deep,legitimate,2854.218021469179,1000.0427663295809
2114.3459614543226,2024-02-02 16:33:09,4246303247907672,Dar-Sodhi,legitimate,5780.118870550997,3665.772909096674
4254.395184559931,2024-03-07 15:13:06,4896397259935,Sandhu-Korpal,legitimate,7328.829805327545,3074.4346207676135
2174.1347132886963,2024-02-09 13:00:45,30235919230967,"Devi, Dhar and Hans",legitimate,3213.76571741332,1039.6310041246238
610.6869660326138,2024-02-12 06:41:01,2711006788349382,Deo-Chaudhuri,legitimate,1344.5632852883273,733.8763192557135
206.9030691255876,2024-03-05 16:45:24,373529158221314,"Sampath, Varkey and Sura",fraud,819.1327218838319,612.2296527582444
406.23885736871733,2024-01-10 10:06:22,3541615497203732,Khosla-Sawhney,fraud,3548.9541094068754,3142.7152520381583
4684.780399230543,2024-02-28 01:34:40,4829171131211377,Ganesh Group,fraud,4695.3724373356845,10.59203810514191
2867.3100920812917,2024-02-26 23:00:07,30164114854423,Goda Ltd,legitimate,2968.723611672975,101.41351959168333
3235.829120773273,2024-03-06 05:01:34,4351290097511341867,Bali-Mannan,fraud,5189.6992675474885,1953.8701467742153
3746.643421446899,2024-03-11 00:18:07,4737651146934491172,"Bora, Seth and Rao",fraud,7206.4792441849495,3459.8358227380504
3647.7457685245267,2024-01-19 01:18:45,4362051507341,Issac-Sha,fraud,7125.992257246572,3478.2464887220453
292.362424172111,2024-01-11 10:22:36,676348356525,Sarin-Dewan,legitimate,2448.6526094744872,2156.2901853023764
217.9477740058975,2024-02-11 14:19:52,2246246287743917,"Bir, Choudhury and Dalal",fraud,3676.4050709627,3458.4572969568026
3052.3901515115535,2024-01-21 06:52:38,675928865251,"Sawhney, Mammen and Mangal",legitimate,5662.660087616379,2610.269936104826
2289.8714779689617,2024-02-20 10:45:31,3571044008008790,Kadakia-Chakrabarti,legitimate,7174.759247787565,4884.887769818603
1942.739364696817,2024-03-10 21:39:27,30599199682464,Batta Group,legitimate,2763.415831742614,820.6764670457972
354.53907250985264,2024-02-24 06:04:25,30419236422362,Lata-Venkataraman,legitimate,3361.868738360825,3007.329665850972
378.24485802964034,2024-01-27 07:34:50,3540085520961832,"Gole, Khanna and Sandal",fraud,2839.5263500251485,2461.281491995508
255.6123635584004,2024-02-09 23:04:03,4449921510221185,"Khosla, Thaman and Kota",legitimate,1235.9994234002957,980.3870598418953
3965.8629867283357,2024-01-16 12:27:34,4485970475674164,"Dora, Varkey and Sampath",legitimate,7718.315243115436,3752.4522563871
844.9333069652913,2024-01-14 09:04:42,676389806537,Mangal-Doshi,legitimate,2229.7183264259475,1384.7850194606563
265.3158771629248,2024-01-26 22:03:58,3521282147109951,"Mahal, Dora and Bajaj",legitimate,2180.0478744396974,1914.7319972767725
1693.3542783777725,2024-02-24 14:23:42,30416481747287,"Johal, Gokhale and Chandra",fraud,3573.7588206195474,1880.4045422417748
3581.966573763622,2024-01-13 04:39:07,6502000716088315,"Chand, Golla and Shukla",fraud,4810.546894971487,1228.580321207865
1618.5456864238677,2024-01-20 09:00:02,3523648606595112,"Karnik, Swaminathan and Gokhale",fraud,3777.7652915989097,2159.219605175042
1419.925834918008,2024-01-23 01:52:57,3592128601551622,Chauhan-Madan,legitimate,3791.921780746823,2371.995945828815
3972.731463044039,2024-03-06 16:46:52,2448799401827509,"Sanghvi, Bhardwaj and Sankaran",legitimate,7696.397610362484,3723.6661473184445
578.053583448241,2024-02-20 19:09:02,4575250175086854142,Chawla and Sons,fraud,4405.745769589656,3827.6921861414153
105.45354252206218,2024-01-04 04:30:22,213112251188153,Gulati Inc,legitimate,906.6478242974559,801.1942817753937
1952.5851140694629,2024-02-28 12:46:20,6546478366259063,Sane Inc,fraud,4920.518887713848,2967.933773644385
2411.5769765839927,2024-01-07 18:27:10,4911314775315323,Dua Group,legitimate,6893.603989998177,4482.027013414185
596.4559714177534,2024-02-19 14:30:56,4552438330983251,Kakar and Sons,fraud,1149.3011497517118,552.8451783339584
3416.259933904778,2024-01-05 05:07:21,30412600645015,Lata LLC,fraud,5786.101016130129,2369.8410822253513
4342.673689761161,2024-03-16 11:44:22,3566539639560587,"Bora, Ganesan and Venkatesh",fraud,8096.935770578792,3754.2620808176307
1271.6586294445435,2024-02-13 17:00:06,4648595403454938175,Tara Ltd,legitimate,4333.000388012437,3061.3417585678935
3380.5256662287634,2024-02-29 12:57:03,4399518755030,"Kibe, Lala and Kaul",legitimate,3892.4480926459164,511.922426417153
849.7101566534869,2024-02-26 17:25:43,348161699501590,Kadakia-Mallick,legitimate,2838.7747221548393,1989.0645655013523
3545.831893381448,2024-02-02 01:14:52,4977469319615256,"Chada, Tella and Bhakta",legitimate,6086.9569894835995,2541.1250961021515
3007.9528252046994,2024-02-15 00:42:19,4593553886036869926,Raj-Bhat,legitimate,7987.222377768901,4979.269552564202
4051.7939309805274,2024-03-16 04:57:49,373074866504107,Gill-Sarkar,legitimate,4953.047398505555,901.2534675250276
1664.7680770480915,2024-01-12 10:28:51,378466977523122,Dasgupta LLC,legitimate,6577.062675177052,4912.294598128961
4584.009826847625,2024-01-07 13:01:43,3575468382697033,"Bali, Sachar and Loyal",fraud,6470.99725015255,1886.987423304925
364.4640963295706,2024-02-07 21:30:57,2710506799447282,"Kumer, Dani and Edwin",legitimate,1374.0633218379392,1009.5992255083686
2068.962207788018,2024-01-11 13:12:49,378161013369263,Khalsa Group,fraud,4145.366527586758,2076.40431979874
2547.767748911867,2024-02-05 16:58:53,4275267495767969,Mani PLC,fraud,5621.603417845605,3073.835668933738
4564.87599403523,2024-01-29 07:38:00,4330858970471845622,"Yohannan, Sathe and Hora",legitimate,5640.227989651099,1075.3519956158689
1843.9967672347418,2024-01-27 21:59:26,3538844954319535,Shukla Ltd,fraud,3308.2777929123595,1464.2810256776177
4817.338226725617,2024-01-15 02:20:57,213131877843579,"Sahota, Loke and Agarwal",fraud,9091.525270384713,4274.187043659096
367.9593652996506,2024-03-16 04:17:31,4639392074674719960,Tiwari-Lata,legitimate,5363.016579027301,4995.05721372765
2325.0419546399057,2024-01-13 01:43:03,639054563932,Dayal and Sons,legitimate,3922.7236852170536,1597.6817305771478
3841.145442394545,2024-02-09 09:17:20,4959645113070,"Balan, Agarwal and Bath",legitimate,4593.940894104747,752.7954517102016
958.6371724208009,2024-03-01 02:49:11,676231054104,"Bansal, Mangat and Bail",legitimate,4926.559564191069,3967.9223917702675
744.9050621249337,2024-01-03 13:34:39,2720839525246902,Andra-Suri,legitimate,3751.178941627908,3006.2738795029745
4369.64879978983,2024-01-29 04:05:54,2313287966078918,Dada Ltd,fraud,4880.65050523408,511.00170544424964
669.5764921918201,2024-01-07 21:50:19,4276855991792,Dugar-Sagar,legitimate,5403.966184557565,4734.389692365745
1377.617230817533,2024-01-16 04:50:39,30585368157362,Sarin-Dua,legitimate,1777.084377532994,399.467146715461
1555.0627319142004,2024-02-16 10:15:23,6597131945844149,Khatri-D’Alia,legitimate,4685.591176066069,3130.528444151869
2440.541896174654,2024-02-03 13:02:23,6534530273824886,"Bhatnagar, Seth and Baria",legitimate,4565.9888030836255,2125.4469069089714
3551.260004087577,2024-01-20 20:56:38,180053555063131,Srinivas-Dutt,legitimate,6338.813356104856,2787.5533520172794
1215.0674614317704,2024-02-03 22:51:49,4937070341022603080,Sethi Inc,legitimate,2289.006297775891,1073.9388363441208
2226.076748964027,2024-01-25 15:13:44,4424411221722,Vala-Contractor,legitimate,5669.747641224779,3443.6708922607518
2595.846603590779,2024-01-07 13:05:01,3545476809393315,"Ratti, Dugar and Rajagopalan",legitimate,7394.847852366143,4799.001248775365
4547.170945240592,2024-03-06 12:53:27,340033617555594,Brahmbhatt Inc,legitimate,6844.716056724721,2297.545111484129
1514.2663701892332,2024-02-10 04:55:18,3514919284264615,Randhawa LLC,legitimate,4133.828175254687,2619.561805065454
4407.674752614317,2024-01-13 17:43:49,4906915390432577693,Karan-Grewal,legitimate,5614.334988753035,1206.6602361387177
849.3362422749258,2024-02-23 19:02:02,3508880008380202,Ratti Ltd,legitimate,5309.757481192821,4460.421238917895
1296.9351069542497,2024-02-17 09:00:38,4963181085437833,Agrawal-Bajwa,fraud,6153.095388602642,4856.160281648392
2892.190895746976,2024-02-06 05:02:37,30133696995375,"Grewal, Bassi and Deo",fraud,6825.812352326388,3933.6214565794116
4738.349980356975,2024-02-15 12:35:58,6568901992518449,Madan-Lall,legitimate,7456.789756134397,2718.4397757774223
1640.4270639374815,2024-01-07 01:31:02,2235594883549060,"Varghese, Gokhale and Bahri",legitimate,6424.843218235549,4784.416154298067
2957.2827916332426,2024-02-17 01:22:21,4935090928469264,Tandon and Sons,legitimate,3734.9945679159537,777.7117762827111
61.31963471910322,2024-02-02 00:48:18,213166102294115,Kibe PLC,legitimate,2458.989025596243,2397.66939087714
3185.687952206264,2024-01-03 22:31:49,6567001277969945,"Kumar, Basu and Sengupta",fraud,5878.3404287710655,2692.6524765648014
1430.5269468438537,2024-02-03 19:58:30,180011411201097,"Issac, Sankar and Mani",legitimate,3895.1898814082138,2464.66293456436
559.159103393107,2024-03-06 07:43:04,30478632897346,Sundaram LLC,fraud,4573.226356414836,4014.067253021729
4046.204109777491,2024-01-20 18:32:19,501865009721,"Trivedi, Gara and Kothari",legitimate,7401.514535949147,3355.310426171656
4986.217120518977,2024-01-29 17:25:45,2224227284105975,Tiwari-Dada,legitimate,5628.242865451103,642.0257449321261
3530.873454592685,2024-03-04 07:03:27,3548261892328213,Lalla-Thaker,fraud,5269.665478234556,1738.7920236418709
3596.4033851783897,2024-03-08 06:50:33,4695454998326574,"Rajan, Srivastava and Dhingra",legitimate,5298.396858628952,1701.9934734505623
3632.6397508266245,2024-01-27 17:34:58,6011060854730213,"Tripathi, Wason and Sachdev",fraud,6465.144392863338,2832.5046420367134
2099.288765205144,2024-02-05 18:27:51,6011997083175068,Wagle-Deshpande,legitimate,3563.6662693180497,1464.3775041129056
4854.991845527046,2024-02-01 10:43:21,213168391616685,Tank Ltd,legitimate,5450.17797560106,595.1861300740138
59.74648132524729,2024-01-13 15:26:07,30177901818237,"Varma, Balan and Guha",legitimate,3331.622982954353,3271.876501629106
4298.031505841675,2024-01-22 04:06:48,30172152122108,Khanna-Kulkarni,legitimate,8554.705829131439,4256.674323289763
4002.6865379328588,2024-02-08 13:30:23,3562720719675834,Bail-Chander,legitimate,8661.41093430782,4658.724396374961
4271.270215107556,2024-01-09 13:30:17,675930749790,Khanna-Gokhale,fraud,9134.43651922834,4863.166304120784
3814.668841846046,2024-01-31 09:56:00,676118976957,"Sahni, Krishnan and Lata",fraud,7722.441904429026,3907.7730625829804
4872.452160085992,2024-01-27 16:45:00,6011979408003613,Sachdeva LLC,legitimate,5579.567277262583,707.1151171765914
255.97951889443806,2024-02-14 05:01:19,4127462351905516337,Swaminathan-Chada,legitimate,4523.007521835693,4267.028002941255
4704.514757310509,2024-01-02 10:05:27,3510246540647811,Ahuja and Sons,legitimate,6710.315523489054,2005.800766178545
3853.089476667909,2024-03-03 12:30:29,4159835919183630674,"Krishnan, Borah and Chokshi",fraud,7505.346932491803,3652.2574558238944
402.3472878388926,2024-01-20 23:56:53,6566567590781804,Barman LLC,legitimate,3063.374632593463,2661.0273447545705
217.4790096345029,2024-03-03 16:57:58,3502038860620746,Kala-Saran,legitimate,4362.223616541934,4144.74460690743
1591.5634730776853,2024-02-01 21:36:55,2270916597809918,"Edwin, Talwar and Bhatti",fraud,3724.8370799477316,2133.273606870046
4879.567626537465,2024-01-31 05:14:19,4222876793726925,Dube PLC,fraud,5197.9187421301685,318.35111559270354
2620.0964695979055,2024-02-07 01:37:50,4584405041492619,"Lalla, Deshpande and Baria",fraud,5408.646786901435,2788.5503173035295
3549.3876744324325,2024-02-17 04:31:17,6011322858164546,Doshi-Dugar,legitimate,4414.1275422241215,864.739867791689
1601.1454234224827,2024-03-09 00:50:25,3531360050631621,"Sami, Chopra and Raman",fraud,6429.078408863567,4827.932985441084
3056.994011783747,2024-02-22 10:30:17,4490919170187256,Choudhary Inc,fraud,5696.53971025295,2639.5456984692028
162.19624719585664,2024-03-14 23:28:27,3561145286032477,"Bhasin, Gole and Chaudhuri",fraud,2934.4546284437865,2772.2583812479297
4936.968676837878,2024-02-21 06:29:56,30041624410278,Dayal-Sangha,legitimate,9474.224583783818,4537.25590694594
1682.6881563806548,2024-02-15 06:10:44,4289070597361865863,Vora LLC,fraud,4809.368529685017,3126.6803733043625
4807.84669962482,2024-01-11 00:06:59,502007854495,Wadhwa-Srivastava,legitimate,6328.466291801458,1520.6195921766384
3154.933625086228,2024-01-10 18:38:55,4065356462666033,Bains Group,legitimate,4642.44576348395,1487.512138397722
1804.7810505031082,2024-03-07 22:36:54,3532545333807035,"Shukla, Garg and Bala",legitimate,4317.658513536325,2512.8774630332164
1273.462545993923,2024-02-18 10:22:16,3522298513410582,Manda-Vohra,legitimate,5607.837608350426,4334.375062356503
2173.0264414506155,2024-01-05 02:00:58,180018691329464,Shetty Group,legitimate,6148.7258517246455,3975.69941027403
1585.1857210086894,2024-01-24 11:32:48,180007869697786,Bali Inc,legitimate,6399.261245432344,4814.075524423655
1141.5255008285746,2024-03-03 01:02:02,4416958522681351,Malhotra Group,legitimate,1510.2372538610707,368.71175303249606
2708.5608373778664,2024-01-03 20:30:48,3564854106402383,Bhandari Ltd,fraud,4057.5079215099163,1348.94708413205
492.4154837371309,2024-02-21 16:31:46,6011594742252055,Khanna-Kulkarni,fraud,902.6519457276236,410.23646199049267
2427.844595449254,2024-03-02 16:56:18,213143868344749,Arya and Sons,legitimate,6185.729773022411,3757.885177573157
2081.576813423801,2024-01-27 22:39:48,5187814872180417,Lalla PLC,legitimate,2794.3369222842152,712.7601088604142
4724.0898345456835,2024-01-09 00:35:17,3578248702856742,Thakkar-Sen,legitimate,5232.522561353741,508.43272680805785
4834.659095964034,2024-02-24 21:05:16,2715725175500655,"Andra, Kade and Garde",legitimate,7647.403409390827,2812.7443134267924
4804.124050829064,2024-01-15 09:11:12,3555910464984817,Yadav-Ray,legitimate,6867.432764303665,2063.308713474601
736.6869470600628,2024-01-10 10:34:49,2438608140773258,Bajaj Inc,legitimate,4315.042627484773,3578.3556804247105
155.5571205898697,2024-01-05 19:03:02,213118632477074,Bava-Thaman,legitimate,2595.7639251742316,2440.206804584362
673.7188965475706,2024-03-06 08:27:46,6011502739672250,Balakrishnan-Sama,legitimate,2806.13853029043,2132.4196337428593
1861.4834272931676,2024-03-10 17:06:25,4369157415716548124,Master-Khalsa,fraud,3994.730666540552,2133.2472392473846
3448.547392203666,2024-01-05 09:21:11,502024829975,"Ravel, Sheth and Brahmbhatt",legitimate,7809.21053039395,4360.663138190284
4886.626863506572,2024-03-13 07:16:18,3564007168031919,Hans-Bose,legitimate,6868.802860611679,1982.175997105107
36.095771579134556,2024-03-11 18:24:13,213113776690921,Wable-Chaudhry,fraud,1709.7474391496057,1673.651667570471
886.819076725761,2024-03-11 15:17:51,4404203870119298,Srinivas-Rege,legitimate,2586.1091110691805,1699.2900343434194
97.31608779706912,2024-02-06 09:16:20,180035140814052,Samra-Bala,legitimate,1088.3540639033715,991.0379761063024
4176.434307510063,2024-02-24 00:57:15,4411281794861673799,Tailor-Shankar,legitimate,8481.27167187427,4304.837364364207
4699.762296831241,2024-02-06 06:22:16,2294779292249786,Bora LLC,fraud,5441.450063818873,741.6877669876321
4859.192592777594,2024-01-20 04:13:25,3511451529390776,Dass Inc,fraud,9403.160174397624,4543.967581620031
3690.1312280676443,2024-03-12 22:36:15,30501687447012,Solanki-Kurian,fraud,5114.635160403565,1424.503932335921
549.1423512882715,2024-01-12 19:31:16,3526218828838125,"Dey, Bains and Bhatnagar",legitimate,5047.282193935767,4498.139842647496
2896.923672835622,2024-02-09 21:13:03,346991137267103,Chopra-Rege,legitimate,6853.118750340362,3956.19507750474
4341.317963556498,2024-02-08 07:34:12,3536626804680378,Dash-Bala,legitimate,7255.435693098789,2914.1177295422904
359.6427916487354,2024-01-14 14:17:09,4725681092905457,"Jani, Sachdev and Rama",legitimate,3710.298111202545,3350.6553195538095
2834.4319401902267,2024-02-10 00:22:34,5429932706426695,"Desai, Yadav and Talwar",legitimate,4470.393953406616,1635.962013216389
1520.8478900771163,2024-02-18 20:41:21,348211208228183,Krishna LLC,legitimate,4396.248675572151,2875.400785495035
806.1279537648098,2024-02-01 20:59:45,342416871792193,Hayer and Sons,fraud,2275.2184283910283,1469.0904746262186
3022.925858857729,2024-01-29 06:02:55,3508534718517989,Tank-Sibal,legitimate,5040.267200171133,2017.3413413134035
4559.97466200184,2024-03-15 20:30:17,6589590931316919,Mander-Handa,legitimate,8385.640812595771,3825.666150593931
1445.2873179279543,2024-02-16 12:54:58,180086750732399,"Shukla, Bala and Kulkarni",legitimate,2672.5108113409333,1227.223493412979
514.816441869385,2024-02-18 01:20:41,348560838202970,Dara-Keer,legitimate,4710.658060898698,4195.841619029313
3108.4335517173718,2024-01-03 10:17:19,343244074737032,"Vohra, Wali and Bhavsar",fraud,4994.088991505704,1885.6554397883324
3685.0011413491734,2024-02-10 12:16:14,30349007624674,Dhar LLC,legitimate,6350.529246021517,2665.5281046723435
2605.615870548847,2024-01-24 23:23:07,30478851156473,Uppal-Hari,fraud,7315.998703487585,4710.382832938738
3511.673986647513,2024-02-10 03:46:05,3502538565244866,Krishnan-Mangal,legitimate,6921.139581280018,3409.465594632505
4497.252102263121,2024-02-13 18:17:18,4445661067169114,Vyas-Ganesan,legitimate,7728.816625357811,3231.5645230946902
476.6654167535685,2024-01-12 06:23:54,38253743256258,Vohra and Sons,legitimate,4037.5879775026638,3560.9225607490953
3217.980731192951,2024-02-20 07:15:29,371660667609616,Tella-Bhatt,fraud,7809.356311608153,4591.375580415202
2016.1158122723211,2024-01-06 06:13:48,2243086732065018,"Vaidya, Uppal and Sunder",legitimate,3266.1992212876603,1250.0834090153392
4985.651255786978,2024-02-06 03:14:12,6011243979612140,Ganguly Ltd,fraud,8055.724872725677,3070.073616938699
393.99647612975366,2024-01-23 08:02:03,4277739606844752,Apte-Tandon,fraud,2401.9618095041783,2007.9653333744245
3759.361679284938,2024-01-14 16:37:55,5177156164938041,"Sami, Kumer and Viswanathan",fraud,3828.519592404055,69.15791311911698
1790.2847468427638,2024-01-23 15:09:28,4051825450626585,"Manne, Chand and Ramakrishnan",legitimate,2425.5362199092488,635.251473066485
373.76327483955845,2024-02-13 00:38:01,583916843324,"Yohannan, Sheth and Jayaraman",legitimate,2005.4728322048645,1631.709557365306
2435.7911212224712,2024-02-19 09:40:09,3529049964233673,Karpe-Chhabra,legitimate,5265.140977420231,2829.34985619776
3542.0971351765456,2024-01-28 23:50:28,376390949675905,Dhar-Bhandari,fraud,7950.656270890941,4408.559135714396
1332.5859641723237,2024-02-06 08:22:41,4177756667929125,Handa-Deol,legitimate,5290.245413997507,3957.6594498251834
4988.384593690649,2024-03-11 09:56:42,4872886843135970,Vyas Inc,legitimate,7759.5196190802735,2771.1350253896244
1388.8323512446095,2024-01-21 15:14:34,4571435073550469157,"Desai, Kaur and Balan",legitimate,1767.445736602873,378.6133853582635
4782.941977514406,2024-01-09 16:33:32,6509421435405098,"Setty, Sane and Datta",fraud,6219.61436658535,1436.6723890709436
730.7380559338372,2024-01-18 17:02:29,3535845624887275,Dhawan-Kala,legitimate,2570.6142089161344,1839.8761529822973
1650.8248630645605,2024-02-15 09:04:33,676330527950,"Varughese, Sane and Mannan",legitimate,4763.193617231735,3112.3687541671743
3208.4506659532067,2024-02-11 11:29:49,30020374915223,Baral-Sinha,fraud,3542.419544622614,333.96887866940733
399.1893933829513,2024-02-26 04:58:22,6011145379230979,Chowdhury-Lata,legitimate,3054.8552303403135,2655.665836957362
4953.307258489173,2024-01-04 11:27:45,2247589233034983,"Kari, Tandon and Toor",legitimate,9461.615493451263,4508.30823496209
3836.576000110688,2024-01-29 08:18:27,6011802712693798,Dugar-Vora,legitimate,7366.685151640728,3530.10915153004
4174.513233375582,2024-01-14 15:57:56,6577280152668693,Sabharwal Ltd,legitimate,8161.926498123736,3987.413264748154
4548.837608318348,2024-01-12 11:09:11,342334584933279,Boase Group,legitimate,7960.399093630125,3411.561485311777
4650.726835177453,2024-02-17 22:19:51,4550429149874940,Shanker PLC,legitimate,5691.606504918688,1040.8796697412354
4984.777592884231,2024-01-12 10:38:06,502044495245,Lala-Agate,legitimate,5546.091855013664,561.3142621294328
1556.1371125988667,2024-02-28 07:37:42,38233275740143,Kamdar-Jaggi,legitimate,5705.295570893362,4149.158458294496
4437.191585455869,2024-01-11 11:22:31,4545913129128,"Chhabra, Lad and Soni",fraud,7917.758721173355,3480.567135717486
436.18832921324383,2024-01-13 04:07:34,4165332733325154351,"Balay, Rajan and Tandon",legitimate,3315.745507706921,2879.5571784936774
3374.192874659773,2024-01-09 00:30:11,349292246502853,Tripathi and Sons,legitimate,4328.71437085132,954.5214961915472
2810.7732158717863,2024-01-04 16:08:21,4988933473620524,"Devi, Grover and Ramaswamy",fraud,5831.464592777436,3020.69137690565
1980.0883415624978,2024-01-20 07:40:21,180000908710587,"Bakshi, Talwar and Goda",legitimate,2146.384049821075,166.2957082585774
4851.582977533025,2024-01-01 05:13:54,4545423048026320,Dugal-Sethi,legitimate,5454.5902581588825,603.0072806258577
2479.181498486726,2024-02-26 04:56:07,6011891041888575,Salvi Inc,legitimate,4045.5133460108045,1566.3318475240785
452.6256434477075,2024-03-06 13:29:18,574725497840,Kakar and Sons,fraud,2676.8796477294172,2224.25400428171
577.0937330966299,2024-02-10 09:21:16,3519042958761355,Varty-Raju,legitimate,1188.7105672484117,611.6168341517819
4545.937888290158,2024-01-18 13:23:27,30068242769553,Kannan-Chad,legitimate,5154.439405739262,608.5015174491036
3081.6075897339642,2024-02-26 21:45:01,30115981567597,"Sarkar, Bawa and Venkataraman",legitimate,6713.816956046305,3632.2093663123405
722.5003269727446,2024-02-29 09:30:07,4671140569123676,Arora-Bakshi,legitimate,3575.400165574838,2852.8998386020935
2229.813639809429,2024-02-19 05:22:41,3528546817816332,Kar-Sant,legitimate,4903.186123889977,2673.3724840805485
2083.0605729545273,2024-03-14 04:48:03,4559703201096514,Aurora-Bakshi,legitimate,4350.708703591102,2267.6481306365745
4828.538486581334,2024-01-08 19:38:06,30496409007014,"Sehgal, Saran and Sanghvi",legitimate,9711.488587240707,4882.950100659373
4318.523573169029,2024-01-05 08:39:34,36289530071817,Kanda-Bhargava,legitimate,4577.026984811969,258.5034116429397
2043.8452007833466,2024-02-23 03:46:19,4647340305575483,Biswas-Kumer,fraud,2955.174809829618,911.3296090462713
4788.3292652682485,2024-03-12 14:08:27,213103568808278,Kant Ltd,legitimate,8029.392974700422,3241.0637094321737
136.50020964313296,2024-02-29 19:57:50,4604568112440,Borde-Goel,fraud,826.9648223608272,690.4646127176942
1217.6901791045773,2024-02-05 21:57:59,30419618114801,Sen Inc,legitimate,4168.701059770355,2951.010880665777
1174.33078502014,2024-02-13 22:14:57,6577558703353463,Garde Ltd,legitimate,4017.459300170729,2843.128515150589
4305.045610449154,2024-03-14 18:19:15,3586208810486840,Gopal-Mani,fraud,9160.361476810967,4855.315866361813
4142.963769661719,2024-02-24 08:50:56,4194553608651,Sarma-Dhaliwal,fraud,8561.06234003634,4418.098570374621
334.6074489965448,2024-02-08 05:55:48,4420502922598635,Kohli and Sons,fraud,5062.918634396134,4728.311185399589
1633.398350508689,2024-02-26 11:24:24,4853064275945899440,Chaudhary Group,fraud,2210.274174183847,576.8758236751582
1839.9423238830573,2024-02-23 10:43:09,4214105132974,"Kar, Warrior and Lata",legitimate,6182.00302578146,4342.060701898403
640.0610604068687,2024-02-14 00:34:15,3592144875861993,Borra-Garg,fraud,1294.2234624311154,654.1624020242467
1571.0426456458579,2024-02-04 18:00:27,630442661991,"Madan, Raman and Barad",legitimate,4739.374216580363,3168.331570934505
1640.4452847299037,2024-01-07 07:23:27,30456177191622,Sachdeva-Aurora,legitimate,5243.635306513135,3603.1900217832317
4753.529663218405,2024-03-14 05:05:06,2295103139470340,Tank PLC,fraud,5566.188618983342,812.6589557649368
1375.3970647455128,2024-01-08 09:20:41,2235305126871025,"Chaudhry, Singhal and Gupta",fraud,4542.3673506339155,3166.970285888403
3846.9246827171287,2024-02-01 21:47:06,4727791491933,Lad LLC,fraud,4118.702542347979,271.77785963085034
2783.795362852807,2024-02-15 04:51:20,4124754501717610,Banerjee-Raja,legitimate,4257.193130709529,1473.397767856722
3137.499209226233,2024-01-16 03:44:07,3589776371189224,Dave-Ranganathan,legitimate,7744.080093957475,4606.580884731242
2429.445111183357,2024-01-12 12:41:10,4149223900060,Aurora-Mander,legitimate,3296.383614063684,866.9385028803272
2433.3151490825685,2024-01-30 08:53:42,4656345763318670,"Dada, Rajagopalan and Sami",legitimate,2769.0124114097025,335.697262327134
2702.9123266267306,2024-02-01 04:03:40,4782633661379192,"Biswas, Virk and Raja",legitimate,4926.866542907474,2223.954216280743
645.7662777601907,2024-02-16 18:42:24,4530249641178,"Bora, Choudhary and Ravel",legitimate,4900.3511383112755,4254.584860551085
4903.8893244813125,2024-01-06 05:27:51,4896945086200685,Garde-Setty,fraud,5296.484510503079,392.5951860217665
537.1952237901642,2024-02-27 05:50:22,4649128495744,"Mander, De and Kashyap",legitimate,2321.3166962899027,1784.1214724997385
